MATHEMATICAL PATTERN COLLECTION - ORDERBOOK DATA
Analyst: fedfraud
Generated: 2025-07-04 12:36:10 UTC
================================================================================


================================================================================
ORDERBOOK BY SYMBOL
================================================================================

TYPE|EXCHANGE|SYMBOL|RATE|INTERVAL|TIME|BUY_USD|BUY_COIN|SELL_USD|SELL_COIN
SPOT|Coinbase|BTC-USD|0.01|6h|2025-06-28_00:00:00|20352059.1848595|190.80365871|21597785.6491635|200.81681618
SPOT|Coinbase|BTC-USD|0.01|6h|2025-06-28_06:00:00|21988183.856511|205.60460009|22619310.1524355|209.8359969
SPOT|Coinbase|BTC-USD|0.01|6h|2025-06-28_12:00:00|21982111.584165|205.34495273|26160823.3226285|242.46880273
SPOT|Coinbase|BTC-USD|0.01|6h|2025-06-28_18:00:00|18631862.78845|173.87440176|26890864.735468|248.99083475
SPOT|Coinbase|BTC-USD|0.01|6h|2025-06-29_00:00:00|18484885.8019715|172.7597829|23501332.3368525|217.98073606
SPOT|Coinbase|BTC-USD|0.01|6h|2025-06-29_06:00:00|20807350.672095|194.48767325|25956918.236004|240.81290091
SPOT|Coinbase|BTC-USD|0.01|6h|2025-06-29_12:00:00|12056915.701453|111.42105362|52344698.871571|480.80275479
SPOT|Coinbase|BTC-USD|0.01|6h|2025-06-29_18:00:00|16543768.3339865|154.29753614|19441609.267984|179.93414005
SPOT|Coinbase|BTC-USD|0.01|6h|2025-06-30_00:00:00|18465418.317586|170.99163969|51175602.8500225|470.25546278
SPOT|Coinbase|BTC-USD|0.01|6h|2025-06-30_06:00:00|20196178.0781755|187.15122968|36535197.0714255|335.75215344
SPOT|Coinbase|BTC-USD|0.01|6h|2025-06-30_12:00:00|24526762.199942|228.54498438|31468223.238927|290.59277907
SPOT|Coinbase|BTC-USD|0.01|6h|2025-06-30_18:00:00|23707664.520731|221.27197515|14000002.6428875|129.84391818
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-01_00:00:00|24527798.8333045|229.76658286|13919763.331049|129.44590015
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-01_06:00:00|24401931.9917395|229.07157338|12608368.1640655|117.46486844
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-01_12:00:00|17295547.263848|162.92615959|9215627.2878625|86.18734278
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-01_18:00:00|20128353.590428|190.12076052|18814723.3209505|176.60329719
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-02_00:00:00|27783476.3043055|263.86098618|16180982.7495655|152.43206243
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-02_06:00:00|19422663.187534|182.62068301|20483202.346824|191.23576647
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-02_12:00:00|18627395.0464935|173.76696814|25140275.1996635|232.97709492
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-02_18:00:00|24186165.742882|222.17158157|34900380.146386|318.0485045
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-03_00:00:00|12889876.985902|118.72638819|26875014.411142|245.33458571
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-03_06:00:00|20518467.411962|188.22031806|54673900.2080285|497.36841289
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-03_12:00:00|18354152.960695|168.05302844|23020103.4843915|209.09309993
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-03_18:00:00|24784709.4775125|226.87606369|25480458.110892|231.60556621
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-04_00:00:00|28911613.2368515|264.65287511|26674446.49408|242.4118186
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-04_06:00:00|26461024.1034615|243.51287144|20666519.42565|188.8275404
SPOT|Coinbase|BTC-USD|0.01|6h|2025-07-04_12:00:00|26575281.7151355|244.84572567|19376769.67259|177.20016851
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_00:15:00|289901338.65|2658.632|415627654.15|3771.666
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_00:20:00|305004204.75|2799.499|353193991.2|3208.85
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_00:25:00|316906121.5|2910.42|355105335.75|3227.417
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_00:30:00|316696739.35|2908.279|352381981.2|3202.3
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_00:35:00|301188353.0|2763.609|354067332.75|3216.421
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_00:40:00|306627695.0|2813.347|367014681.2|3333.526
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_00:45:00|292850536.3|2684.891|416021259.5|3774.683
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_00:50:00|299012822.75|2741.17|409434335.55|3714.581
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_00:55:00|294306659.8|2700.731|358890009.5|3260.312
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_01:00:00|315357899.1|2896.347|343023914.1|3117.21
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_01:05:00|322991326.4|2966.338|344709478.6|3132.616
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_01:10:00|294488399.35|2702.659|358976558.65|3261.258
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_01:15:00|301642976.95|2768.196|362985202.4|3297.208
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_01:20:00|293455181.65|2691.815|407137353.65|3694.536
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_01:25:00|268015100.55|2455.923|422331480.15|3830.445
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_01:30:00|300935215.25|2760.038|400428905.85|3633.582
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_01:35:00|292528862.1|2681.645|403907715.15|3663.987
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_01:40:00|309957450.1|2845.187|373328874.85|3392.263
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_01:45:00|307740980.15|2825.125|367315293.1|3337.837
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_01:50:00|319198718.45|2930.19|376928872.15|3425.468
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_01:55:00|310295502.85|2848.854|370546138.5|3368.3
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_02:00:00|304711313.3|2797.412|366194020.0|3328.71
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_02:05:00|317441416.05|2915.224|372644400.2|3387.321
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_02:10:00|315519949.0|2897.83|367700318.8|3342.235
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_02:15:00|323010471.85|2967.726|360351065.95|3276.787
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_02:20:00|335003203.85|3081.03|275445663.1|2510.141
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_02:25:00|333275316.2|3064.344|335600020.45|3053.969
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_02:30:00|335438247.15|3084.013|336043891.45|3058.165
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_02:35:00|361106298.2|3325.58|270959663.0|2471.78
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_02:40:00|348747047.0|3210.547|270638407.2|2468.705
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_02:45:00|368036706.1|3390.69|263622136.1|2405.857
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_02:50:00|351468827.55|3235.073|272269447.7|2482.11
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_02:55:00|363186682.9|3345.154|269492336.4|2459.214
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_03:00:00|362383978.85|3337.27|279468916.9|2549.689
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_03:05:00|371283404.45|3419.427|272350700.55|2484.769
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_03:10:00|368151795.65|3390.697|276963382.1|2527.148
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_03:15:00|363947069.85|3350.373|286392449.75|2611.707
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_03:20:00|333295333.9|3065.753|359111825.55|3269.292
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_03:25:00|336417820.8|3094.203|348441545.7|3171.736
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_03:30:00|331169241.45|3044.918|356625634.9|3245.378
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_03:35:00|333075322.9|3063.836|288792103.3|2632.172
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_03:40:00|350060566.35|3221.151|285585079.85|2603.713
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_03:45:00|349280015.1|3213.216|285203756.15|2599.344
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_03:50:00|359450820.0|3308.483|284330262.85|2592.634
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_03:55:00|347595534.85|3198.313|281869056.25|2570.114
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_04:00:00|325121951.45|2991.605|243363765.25|2219.111
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_04:05:00|360590315.6|3317.528|280770453.5|2560.005
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_04:10:00|376271149.6|3461.942|295590106.55|2694.829
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_04:15:00|376343212.4|3462.534|289964860.6|2643.388
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_04:20:00|371610191.5|3417.847|358457195.15|3263.364
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_04:25:00|376610182.6|3465.436|294749136.0|2687.518
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_04:30:00|389760923.7|3587.744|294581404.0|2686.355
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_04:35:00|413100065.05|3803.821|283231012.7|2584.002
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_04:40:00|378265138.15|3485.143|257269146.45|2347.894
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_04:45:00|419385083.3|3864.691|278717365.0|2545.258
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_04:50:00|436809735.0|4028.75|268378382.2|2452.412
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_04:55:00|441745342.3|4074.728|277317809.15|2534.737
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_05:00:00|436655380.4|4027.396|276640991.3|2528.246
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_05:05:00|434302641.2|4004.544|280754478.75|2564.413
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_05:10:00|408233026.95|3760.414|294067003.65|2683.793
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_05:15:00|413443644.3|3809.528|301877132.15|2755.698
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_05:20:00|428982217.55|3953.346|293491258.0|2679.877
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_05:25:00|431066045.55|3974.988|256699002.9|2345.955
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_05:30:00|413529700.25|3810.115|251433698.55|2295.414
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_05:35:00|405848008.4|3738.187|273057189.25|2491.264
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_05:40:00|410098472.4|3777.398|277704900.4|2534.074
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_05:45:00|418673514.45|3857.52|277332250.9|2531.384
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_05:50:00|439490250.8|4052.598|267419419.3|2443.234
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_05:55:00|443351253.35|4087.696|270510846.25|2471.106
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_06:00:00|433357338.2|3996.091|261341245.55|2388.161
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_06:05:00|440618762.05|4064.729|255264560.75|2333.197
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_06:10:00|455477887.5|4202.935|243342975.25|2226.401
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_06:15:00|460291177.45|4250.978|250379716.7|2292.204
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_06:20:00|452063100.9|4173.256|254334165.05|2327.191
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_06:25:00|441624677.8|4076.103|260001047.65|2378.888
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_06:30:00|448801943.85|4141.943|275723159.8|2521.323
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_06:35:00|450269363.1|4154.243|276138588.3|2524.218
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_06:40:00|450592046.75|4157.598|271981352.9|2486.671
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_06:45:00|462829193.7|4271.304|276840133.45|2531.454
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_06:50:00|437179789.5|4032.378|274934108.8|2512.919
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_06:55:00|441990196.85|4076.543|273984617.45|2504.103
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_07:00:00|427625935.3|3943.819|268369218.45|2452.174
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_07:05:00|407949215.45|3759.077|275919031.15|2518.359
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_07:10:00|438029953.35|4041.582|260252554.55|2379.475
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_07:15:00|472292454.65|4359.661|252100238.5|2306.258
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_07:20:00|489698328.9|4523.289|240727722.6|2204.921
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_07:25:00|479137338.5|4424.367|258863973.95|2369.594
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_07:30:00|476116874.55|4398.536|336709180.35|3085.021
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_07:35:00|475302171.35|4389.205|303730233.5|2779.296
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_07:40:00|445835880.9|4114.031|327951424.65|2998.036
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_07:45:00|464784044.2|4290.897|315536396.25|2886.643
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_07:50:00|474403863.35|4381.435|296442163.45|2714.166
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_07:55:00|474237601.2|4381.618|292905908.05|2682.517
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_08:00:00|459773400.25|4249.194|272871874.65|2500.048
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_08:05:00|498114625.45|4603.229|309588123.1|2835.817
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_08:10:00|483356621.8|4470.193|315741383.5|2894.291
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_08:15:00|474304202.4|4388.933|294306071.7|2699.082
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_08:20:00|427210698.0|3952.268|313888733.15|2876.856
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_08:25:00|412158408.35|3807.927|296341821.4|2713.947
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_08:30:00|415271684.6|3836.064|308848088.95|2827.827
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_08:35:00|397937225.9|3678.135|308527332.95|2825.121
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_08:40:00|391101904.25|3613.59|314721132.05|2880.195
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_08:45:00|420410640.45|3880.805|322727827.25|2952.674
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_08:50:00|394756870.5|3647.219|322087348.6|2947.737
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_08:55:00|396987004.1|3669.451|311845337.45|2855.527
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_09:00:00|400339053.0|3700.307|307120173.15|2812.495
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_09:05:00|359439787.0|3320.038|305025063.75|2791.18
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_09:10:00|368413842.45|3402.604|309569645.25|2832.641
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_09:15:00|365431152.9|3374.225|312687889.4|2860.297
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_09:20:00|356315524.65|3288.555|320203208.35|2927.242
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_09:25:00|359667570.2|3317.88|331624339.8|3030.899
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_09:30:00|330763444.7|3050.096|327393416.85|2990.939
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_09:35:00|348308856.7|3214.029|333504323.6|3048.428
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_09:40:00|353639511.3|3263.051|338020744.0|3089.397
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_09:45:00|333242471.3|3072.747|339887271.2|3104.827
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_09:50:00|354116174.4|3267.671|353463203.1|3231.019
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_09:55:00|352337670.7|3251.74|343268553.5|3138.249
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_10:00:00|343866587.85|3172.144|334145068.1|3053.775
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_10:05:00|337135146.05|3108.426|344766616.0|3149.394
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_10:10:00|340356601.65|3138.069|349709896.2|3194.677
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_10:15:00|361439749.6|3334.784|339698967.5|3104.712
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_10:20:00|366803385.55|3385.897|346685055.25|3169.421
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_10:25:00|361215872.3|3334.32|342000411.7|3126.368
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_10:30:00|360589132.8|3327.651|346911796.0|3171.186
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_10:35:00|369310222.5|3409.325|335704678.15|3070.073
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_10:40:00|357489243.35|3297.268|349575961.1|3193.789
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_10:45:00|372495654.0|3438.848|354293595.35|3239.104
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_10:50:00|370201852.45|3417.706|338575587.95|3096.197
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_10:55:00|374177209.05|3454.505|344378103.25|3149.431
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_11:00:00|357808844.35|3303.263|322405612.2|2948.659
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_11:05:00|355750006.1|3281.511|350498251.45|3202.484
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_11:10:00|358209769.8|3304.129|354382963.1|3238.207
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_11:15:00|353669006.95|3263.491|320774198.1|2931.252
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_11:20:00|354042526.8|3267.312|338042728.4|3090.165
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_11:25:00|351129772.1|3238.741|365707276.0|3341.514
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_11:30:00|340651303.0|3139.207|356680634.15|3257.661
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_11:35:00|335108476.05|3089.77|358362809.7|3273.766
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_11:40:00|346452263.9|3195.894|350516179.9|3203.281
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_11:45:00|327136478.25|3016.784|368586830.95|3367.224
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_11:50:00|334180260.45|3082.876|347813919.6|3177.716
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_11:55:00|368688916.05|3404.916|344894261.35|3154.735
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_12:00:00|364680579.45|3366.725|339635596.8|3106.099
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_12:05:00|357870268.8|3302.447|361448157.75|3304.166
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_12:10:00|380979668.9|3517.884|333610669.65|3051.142
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_12:15:00|368332837.3|3400.427|343801959.3|3144.195
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_12:20:00|385703180.45|3563.532|339655706.85|3107.898
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_12:25:00|391277541.75|3615.003|339754946.85|3108.787
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_12:30:00|373137527.75|3446.155|344590340.75|3151.969
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_12:35:00|397540741.85|3673.0|343214216.6|3140.539
SWAP|Binance|BTCUSDT|0.01|5m|2025-07-04_12:40:00|395679829.6|3655.917|337627369.1|3090.364
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-02_23:30:00|380246289.35|3504.78|340805990.75|3112.068
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-02_23:45:00|346126014.35|3197.824|251676328.45|2305.524
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_00:00:00|300543116.1|2774.688|284959879.65|2605.254
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_00:15:00|320022529.95|2953.176|302670620.25|2766.494
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_00:30:00|354575997.3|3272.989|314061682.5|2870.709
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_00:45:00|329704910.0|3037.942|408088230.15|3719.975
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_01:00:00|336017224.35|3100.025|340827644.15|3112.454
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_01:15:00|319629463.25|2948.693|330470475.6|3017.668
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_01:30:00|317931447.95|2930.069|358237962.65|3268.274
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_01:45:00|320414946.6|2954.64|338059592.65|3086.399
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_02:00:00|327159028.55|3017.256|344163414.0|3142.374
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_02:15:00|336625341.85|3108.228|298725368.95|2731.449
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_02:30:00|349218734.3|3230.953|243281542.3|2231.445
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_02:45:00|365078964.9|3379.168|247101199.05|2267.453
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_03:00:00|338342075.75|3128.071|255882100.4|2343.924
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_03:15:00|347990648.65|3218.94|264643623.65|2425.591
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_03:30:00|328858879.65|3039.804|263980173.15|2417.966
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_03:45:00|312707041.15|2889.023|255615227.0|2340.28
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_04:00:00|340759626.1|3152.414|251869748.65|2309.179
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_04:15:00|310885983.4|2872.011|309279805.9|2828.637
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_04:30:00|306690212.05|2829.595|351426656.45|3209.841
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_04:45:00|342598234.75|3161.55|315963660.45|2888.347
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_05:00:00|324789015.8|2999.807|260798483.7|2387.799
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_05:15:00|302743569.15|2789.873|355907450.35|3246.875
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_05:30:00|296236650.4|2728.964|409242801.3|3730.821
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_05:45:00|283955267.1|2611.85|453405044.15|4128.974
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_06:00:00|319330267.55|2935.945|467328075.75|4253.534
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_06:15:00|336388550.45|3094.361|458765692.0|4176.887
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_06:30:00|295861177.85|2716.652|492376261.45|4477.091
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_06:45:00|295957851.7|2717.67|486526447.7|4424.378
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_07:00:00|287236342.35|2637.067|469489852.8|4268.38
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_07:15:00|324883263.75|2990.444|428656055.5|3903.012
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_07:30:00|332160661.5|3056.778|439651944.15|4003.286
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_07:45:00|324596038.55|2984.87|467779817.85|4258.159
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_08:00:00|305418163.1|2809.169|442210442.0|4025.46
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_08:15:00|311196883.75|2858.724|472248764.25|4296.202
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_08:30:00|277349517.45|2544.698|496877003.05|4515.996
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_08:45:00|293835879.45|2696.645|498231674.85|4528.895
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_09:00:00|313081497.05|2877.142|469944884.15|4275.76
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_09:15:00|290350067.9|2661.926|508230831.4|4616.797
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_09:30:00|257338626.45|2350.953|386655647.9|3504.048
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_09:45:00|241093369.45|2196.452|337365181.3|3047.614
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_10:00:00|252093272.6|2304.153|313878803.1|2843.065
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_10:15:00|251415245.55|2297.371|320988303.85|2906.8
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_10:30:00|277425483.4|2539.94|332138659.15|3013.821
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_10:45:00|286837514.5|2625.561|311022806.75|2821.009
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_11:00:00|280135112.95|2562.754|317290731.55|2876.821
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_11:15:00|313301537.8|2870.945|320198335.6|2906.983
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_11:30:00|312274912.95|2862.565|334638385.55|3039.419
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_11:45:00|311452209.0|2854.558|336350262.65|3054.092
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_12:00:00|309615749.65|2838.593|307887170.25|2797.6
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_12:15:00|318319807.35|2920.163|315708254.05|2869.034
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_12:30:00|282320083.8|2589.233|274219282.35|2489.397
SWAP|Binance|BTCUSDT|0.01|15m|2025-07-03_12:45:00|379278334.85|3499.689|240399491.95|2198.307
